1420,1532
1418,1396
1956,1515
1652,1722
1607,1617
1610,1537
1509,1399
1493,1376
1556,1613
1323,1422
1820,1624
1876,1519
1716,1646
1657,1956
1727,1607
1502,1506
1626,1879
1623,1820
1625,1716
1599,1641
1461,1493
1536,1420
1397,1499
1406,1418
1883,1657
1626,1556
1507,1587
1400,1610
1538,1457
1465,1509
1628,1951
1399,1323
1623,1833
1540,1883
1645,1705
1954,1650
1880,1507
1397,1397
1725,1879
1648,1626
1556,1623
1535,1538
1610,1406
1463,1540
1350,1465
1831,1625
1601,1714
1584,1628
1484,1483
1480,1502
1404,1399
1953,1599
1646,1623
1507,1400
1730,1831
1390,1463
1434,1404
1627,1953
1653,1880
1630,1725
1634,1648
1560,1535
1424,1610
1475,1484
1408,1480
1517,1350
1879,1601
1635,1556
1525,1646
1426,1507
1506,1397
1593,1584
1643,1730
1446,1815
1619,1949
1866,1560
1642,1514
1730,1630
1646,1631
1383,1879
1962,1619
1507,1642
1538,1866
1705,1643
1614,1730
1876,1383
1630,1646
1807,1446
1614,1653
1598,1890
1802,1603
1522,1741
1722,1551
1509,1416
1409,1490
1389,1507
1398,1475
1618,1962
1609,1876
1658,1630
1443,1596
1520,1477
1417,1479
1394,1492
1643,1591
1533,1358
1879,1522
1600,1609
1468,1394
1976,1614
1881,1643
1679,1722
1519,1802
1413,1533
1490,1417
1478,1409
1497,1398
1739,1658
1630,1598
1602,1618
1576,1509
1493,1520
1365,1389
1499,1443
1881,1240
1377,1524
1416,1879
1686,1492
1606,1544
1519,1616
1435,1616
1410,1976
1658,1468
1736,1383
1474,1594
1609,1536
1527,1365
1699,1985
1614,1881
1603,1606
1531,1576
1421,1490
1389,1413
1810,1686
1631,1736
1650,1630
1530,1600
1524,1499
1475,1497
1451,1478
1373,1416
1665,1875
1366,1474
1888,1856
1750,1609
2009,1990
1708,1650
1630,1699
1375,1421
1864,1631
1886,1603
1622,1665
1613,1614
1497,1531
1478,1475
1430,1495
1376,1366
1962,1810
1700,1530
1556,1589
1467,1524
1582,1389
1431,1527
1501,1451
1512,1630
1241,1886
1383,1708
1862,1430
1495,1644
1661,1478
1625,1435
1553,1363
1961,1419
1498,1700
1597,1523
1685,1885
1408,1497
1668,1862
1636,1700
1654,1622
1625,1553
1508,1582
1523,1501
1433,1383
1523,1961
1811,1647
1560,1687
1527,1467
1509,1452
1490,1376
1367,1431
1584,1613
1412,1432
1869,1888
1622,1949
1970,2038
1576,1654
1403,1437
1849,1636
1638,1685
1684,1584
1649,1523
1514,1527
1494,1508
1576,1367
1431,1490
1860,1811
1624,1668
1630,1560
1402,1509
1378,1523
1443,1433
1978,1704
1446,1408
1559,1978
1534,1860
1725,1649
1634,1624
1479,1576
1518,1446
1351,1494
1407,1431
1585,1849
1676,1684
1640,1630
1661,1576
1519,1443
1398,1514
1512,1403
1518,1378
1817,1638
1420,1402
1853,1954
1959,1631
1974,2065
1860,1676
1583,1407
1417,1351
1669,1817
1610,1661
1593,1634
1613,1585
1460,1518
1410,1512
1428,1519
1369,1398
1624,1974
1849,1725
1660,1534
1533,1518
1503,1479
1632,1559
1427,1410
1582,1484
1421,1498
1457,1460
1395,1491
1224,1583
1976,1849
1831,1860
1663,1613
1625,1610
1527,1427
1521,1428
1508,1421
1427,1503
1509,1369
1734,1660
1506,1669
1568,1593
1420,1600
1337,1533
1404,1457
1672,1632
1568,1624
1486,1417
1975,1843
1627,1962
2072,1976
1597,1568
1416,1404
1707,1734
1856,1506
1652,1625
1558,1486
1609,1422
1452,1509
1400,1427
1848,1623
1639,1831
1598,1663
1696,1568
1500,1527
1416,1521
1477,1420
1639,1953
1368,1337
1977,1707
1549,1848
1611,1639
1507,1639
1520,1609
1525,1500
1406,1477
1476,1368
1816,1598
1595,1696
1663,1597
1560,1652
1518,1416
1443,1400
1393,1416
1344,1452
1696,1856
1449,1558
1824,1843
1626,1753
1961,1947
1705,1560
1485,1624
1444,1476
1488,1393
1613,1816
1673,1663
1610,1549
1625,1507
1528,1520
1424,1518
1391,1449
1378,1406
1858,1961
1640,1853
1611,1696
1539,1443
1436,1344
1715,1611
1415,1487
1394,1391
1247,1329
1969,1611
1522,1488
1873,1715
1606,1858
1586,1610
1523,1640
1657,1378
1411,1528
1457,1388
1802,1673
1706,1625
1498,1613
1433,1539
1478,1436
1419,1444
1646,1705
1521,1485
1307,1424
1878,1836
1923,1613
2000,1969
1677,1498
1444,1457
1719,1802
1700,1651
1578,1706
1609,1523
1506,1522
1435,1419
1384,1433
1480,1307
1860,1878
1635,1937
1609,1646
1636,1606
1531,1657
1421,1521
1356,1481
1417,1478
1668,1860
1862,1636
1720,1677
1489,1480
1505,1356
1429,1417
1319,1506
1931,1578
1631,1609
1498,1719
1486,1700
1644,1384
1540,1421
1495,1435
1796,1609
1587,1635
1462,1531
1445,1444
1869,1701
2045,1862
1623,1668
1481,1429
1875,1714
1725,1720
1627,1486
1554,1505
1425,1495
1547,1362
1611,1853
1618,1796
1571,1587
1608,1498
1442,1644
1485,1489
1377,1462
1679,1931
1422,1445
1431,1319
1662,1875
1886,2051
1777,1627
1509,1547
1931,1725
1703,1623
1488,1618
1509,1481
1437,1485
1476,1442
1435,1425
1483,1895
1712,1608
1689,1611
1612,1679
1628,1422
1492,1431
1299,1554
1884,1571
1357,1377
1948,1628
1909,1690
1871,1854
1676,1909
1856,1871
1782,1710
1683,1782
1629,1567
1760,1602
1639,1593
1619,1584
1634,1579
1605,1565
1624,1534
1663,1607
1621,1864
1834,1634
1868,1574
1672,1779
1562,1605
1539,1624
1564,1760
1577,1621
1872,1834
1629,1672
1605,1634
1581,1619
1758,1868
1592,1639
1592,1539
1477,1614
1418,1618
1408,1539
1175,1562
1576,1663
1449,1624
1472,1406
1304,1519
1453,1352
1611,1872
1877,1629
1663,1758
1838,1577
1647,1564
1626,1576
1574,1592
1599,1453
1546,1472
1607,1408
1544,1477
1516,1449
1596,1175
1678,1866
1749,1611
1619,1634
1436,1418
1376,1304
1606,1581
1751,1626
1651,1663
1845,1877
1635,1647
1606,1606
1596,1596
1468,1574
1400,1516
1595,1749
1579,1678
1560,1567
1374,1544
1452,1436
1283,1599
1453,1177
1629,1838
1500,1607
1403,1546
1640,1845
1620,1595
1185,1596
1437,1283
1887,1579
1635,1651
1580,1635
1610,1546
1579,1468
1514,1500
1458,1374
1739,1751
1682,1629
1623,1560
1583,1403
1532,1452
1571,1400
1868,1606
1633,1848
1629,1541
1631,1887
1457,1185
1875,1682
1639,1739
1583,1640
1504,1571
1456,1583
1409,1514
1299,1532
1830,1635
1743,1633
1643,1623
1593,1556
1586,1458
1552,1437
1408,1579
1606,1580
1375,1610
1531,1643
1535,1552
1518,1456
1750,1830
1641,1639
1663,1583
1601,1606
1582,1457
1574,1409
1187,1408
1874,1875
1642,1631
1670,1593
1568,1504
1581,1299
1422,1375
1585,1743
1450,1604
1505,1539
1686,1874
1451,1574
1372,1535
1878,1642
1557,1750
1610,1654
1609,1531
1554,1581
1419,1582
1424,1568
1314,1505
1823,1641
1647,1663
1630,1585
1642,1422
1488,1450
1497,1187
1726,1601
1565,1451
1574,1372
1493,1419
1573,1314
1565,1642
1567,1642
1579,1497
1416,1396
1197,1424
1830,1647
1640,1878
1598,1830
1632,1557
1426,1579
1484,1493
1326,1565
1440,1197
1856,1610
1665,1686
1544,1726
1645,1609
1594,1630
1645,1574
1578,1573
1393,1493
1417,1416
1748,1647
1416,1567
1817,1594
1557,1578
1853,1665
1654,1640
1615,1595
1640,1544
1566,1440
1543,1416
1422,1554
1495,1426
1878,1748
1712,1645
1567,1598
1475,1645
1402,1484
1222,1326
1641,1632
1554,1393
1591,1712
1640,1640
1435,1495
1653,1878
1544,1817
1672,1615
1548,1543
1493,1422
1301,1566
1574,1222
1650,1853
1747,1654
1587,1641
1663,1554
1408,1557
1436,1475
1622,1567
1436,1402
1603,1640
1516,1822
1602,1653
1556,1713
1862,1747
1843,1628
1864,1587
1686,1650
1537,1544
1564,1663
1543,1436
1411,1435
1236,1408
1664,1622
1639,1603
1564,1556
1444,1548
1508,1436
1617,1731
1645,1662
1448,1516
1501,1301
2037,1843
1892,1741
1614,1864
1430,1564
1628,1834
1740,1639
1629,1617
1535,1664
1560,1543
1645,1236
1423,1448
1293,1411
1753,1686
1610,1645
1636,1537
1554,1501
1500,1444
1412,1508
1684,1862
1405,1564
1830,2030
1738,1892
1675,1636
1513,1628
1540,1500
1421,1554
1822,1740
1684,1684
1617,1615
1558,1560
1503,1405
1435,1440
1437,1412
1526,1293
1850,1610
1867,1535
1629,1614
1572,1645
1254,1430
1618,1738
1630,1647
1819,1510
1675,1617
1755,1555
1615,1684
1400,1435
1642,1867
1624,1850
1536,1629
1515,1558
1415,1421
1301,1437
1619,1819
1679,1675
1679,1618
1752,1513
1541,1526
1441,1540
1402,1572
1563,1254
1742,1623
1624,1503
1819,1533
1850,1679
1736,1679
1532,1619
1431,1541
1267,1515
1655,1752
1674,1624
1606,1642
1429,1624
1499,1402
1405,1301
1638,1819
1617,1615
1547,1441
1433,1550
1528,1415
1845,1536
1606,1563
1476,1850
1679,1603
1754,1531
1624,1633
1508,1752
1533,1811
1659,1617
1611,1754
1694,1606
1436,1431
1758,1880
1594,1655
1458,1606
1534,1508
1529,1405
1412,1429
1801,1532
1679,1624
1651,1613
1537,1674
1605,1533
1564,1547
1295,1433
1674,1845
1447,1267
1594,1694
1515,1755
1864,1458
1756,1515
1621,1674
1655,1630
1655,1769
1665,1665
1540,1427
1794,1669
1749,1591
1612,1679
1538,1621
1455,1624
1600,1418
1442,1517
1411,1541
1673,1830
1589,1864
1557,1626
1560,1270
1440,1389
1512,1295
1528,1434
1428,1769
1660,1470
1422,1616
1615,1385
1267,1589
1867,1455
1535,1598
1401,1512
1770,1538
1856,1749
1667,1655
1606,1660
1545,1540
1397,1600
1453,1422
1412,1411
1872,1794
1654,1673
1667,1557
1600,1605
1630,1560
1529,1457
1280,1528
1317,1440
1609,1612
1439,1528
1873,1869
1666,1835
1586,1770
1796,2103
1571,1872
1709,1606
1588,1529
1466,1453
1646,1786
1627,1666
1545,1667
1522,1630
1523,1421
1378,1545
1415,1397
1734,1654
1803,1600
1658,1609
1530,1412
1591,1317
1278,1439
1597,1873
1805,1450
1491,1646
1459,1867
1412,1578
1515,1401
1617,1507
1628,1378
1594,1267
1810,1709
1656,1630
1309,1415
1872,1803
1622,1545
1526,1591
1470,1588
1429,1441
1892,1658
1583,1734
1641,1618
1580,1459
1485,1522
1422,1530
1625,1278
1655,1594
1621,1571
1423,1380
1809,1934
1943,1626
1690,1872
1497,1526
1849,1809
1634,1892
1586,1429
1711,1809
1692,1656
1643,1621
1649,1622
1561,1580
1514,1470
1447,1423
1527,1309
1576,1862
1540,1641
1588,1583
1418,1625
1425,1514
1378,1422
1831,1655
1288,1497
1871,1643
1815,1588
1665,1649
1612,1692
1517,1527
1582,1418
1405,1447
1415,1425
1624,1883
1610,1831
1639,1576
1530,1634
1471,1645
1603,1514
1470,1288
1313,1378
1649,1711
1418,1561
1953,1871
1638,2064
1803,1760
1976,1819
1633,1624
1628,1639
1661,1470
1405,1471
1736,1612
1604,1649
1572,1610
1421,1582
1301,1603
1376,1517
1458,1313
1870,1865
1695,1665
1644,1530
1555,1405
1491,1418
1832,1803
1519,1415
1454,1635
1240,1636
1364,1373
1623,1409
1484,1317
1868,1627
1637,1633
1616,1832
1826,1572
1611,1628
1609,1519
1502,1458
1476,1488
1414,1405
1673,1870
1651,1736
1522,1695
1608,1661
1435,1364
1417,1301
1612,1604
1429,1491
1336,1555
1890,1949
2056,1637
1785,1826
1852,1969
1743,1522
1496,1414
1478,1435
1617,1890
1633,1673
1628,1651
1535,1616
1345,1609
1397,1476
1330,1429
1861,1611
1638,1824
1684,1640
1495,1608
1657,1417
1547,1502
1860,1612
1466,1336
1828,1861
1667,1913
1670,1743
1629,1638
1609,1478
1604,1491
1442,1547
1399,1495
1645,1860
1615,1633
1504,1628
1598,1535
1486,1466
1501,1397
1329,1330
1675,1617
1415,1657
1450,1345
1820,1917
1839,1670
1823,1603
2044,1853
1867,1629
1551,1645
1537,1609
1501,1399
1607,1823
1617,1667
1625,1598
1403,1604
1649,1329
1469,1450
1500,1415
1934,1615
1716,1675
1630,1674
1466,1442
1354,1486
1314,1501
1857,1504
1498,1287
1498,1485
1466,1226
1847,1934
1660,1857
1700,1630
1628,1625
1464,1537
1431,1498
1329,1500
1732,1617
1636,1676
1614,1607
1490,1649
1390,1593
1444,1354
1304,1403
1603,1867
1510,1551
1623,1466
1518,1466
1871,1847
1930,1664
1668,1910
1860,1856
1604,1732
1631,1444
1665,1862
1867,1628
1617,1603
1638,1510
1529,1518
1592,1431
1376,1623
1426,1464
1928,1614
1588,1636
1527,1668
1417,1390
1445,1304
1853,1700
1504,1329
1594,1928
1508,1867
1626,1617
1704,1527
1515,1426
1449,1417
1318,1529
1721,1853
1873,1649
1684,1638
1597,1588
1478,1504
1461,1502
1471,1376
1429,1386
1628,1665
1624,1631
1318,1592
1928,1761
1858,1684
1870,1597
1383,1515
1947,1626
1655,1704
1658,1594
1508,1624
1610,1471
1405,1318
1580,1873
1634,1628
1527,1721
1507,1461
1537,1449
1441,1429
1442,1318
1630,1508
1579,1478
1759,1947
1670,1858
1506,1950
1868,1580
1693,1630
1625,1527
1481,1508
1542,1441
1447,1442
1295,1401
1610,1888
1609,1658
1591,1634
1527,1610
1622,1507
1297,1383
1715,1655
1480,1579
1480,1405
1930,1871
1666,1946
1903,1995
1621,1609
1432,1295
1959,1693
1871,1715
1602,1610
1652,1506
1508,1527
1480,1481
1439,1542
1597,1297
1901,1591
1638,1670
1658,1625
1560,1622
1411,1480
1391,1480
1510,1868
1410,1447
1872,1928
1957,1655
1986,1901
1690,1862
1957,1242
1243,1957
1469,1591
1340,1469
1402,1378
1582,1637
1903,1825
1740,1582
1620,1632
1597,1603
1621,1428
1559,1479
1529,1456
1862,1546
1637,1720
1716,1589
1591,1469
1475,1592
1365,1518
1387,1426
1762,1592
1578,1340
1485,1402
1719,1862
1619,1597
1586,1475
1827,1620
1597,1740
1603,1716
1507,1559
1486,1529
1425,1485
1617,1762
1584,1637
1544,1582
1374,1578
1574,1365
1448,1387
1542,1903
1460,1621
1469,1343
1709,1619
1747,1863
1737,1617
1585,1827
1587,1597
1618,1542
1894,1709
1761,1629
1597,1603
1658,1848
1744,1544
1649,1585
1602,1737
1381,1586
1488,1448
1837,1894
1854,1761
1538,1597
1575,1574
1617,1486
1483,1469
1372,1460
1352,1374
1593,1744
1709,1618
1614,1587
1531,1507
1598,1425
1575,1649
1528,1594
1488,1381
1885,1835
1616,1837
1586,1575
1480,1488
1498,1372
1461,1372
1492,1617
1593,1531
1458,1598
1412,1352
1597,1602
1748,1854
1603,1709
1562,1538
1556,1488
1481,1498
1677,1885
1620,1827
1762,1614
1620,1593
1632,1593
1510,1586
1590,1480
1393,1461
1390,1412
1753,1528
1365,1492
1358,1458
1609,1709
1824,1762
1868,1620
1540,1677
1463,1390
1434,1399
1850,1597
1544,1748
1596,1620
1485,1590
1486,1481
1585,1365
1469,1358
1819,1603
1607,1768
1593,1562
1587,1632
1497,1510
1402,1556
1711,1753
1596,1486
1410,1463
1385,1469
1848,1904
1477,1585
1540,1434
1373,1485
1626,1497
1376,1587
1500,1402
1614,1848
1545,1596
1787,1850
1646,1607
1595,1544
1465,1462
1473,1410
1473,1373
1742,1819
1693,1624
1541,1593
1588,1596
1572,1477
1562,1500
1467,1385
1728,1711
1416,1626
1494,1376
1908,1842
1607,1614
1583,1545
1377,1588
1813,1728
1830,1646
1734,1595
1597,1572
1471,1465
1464,1473
1377,1473
1536,1787
1608,1693
1624,1541
1634,1562
1407,1467
1370,1416
1848,1742
1488,1494
1604,1813
1739,1583
1822,1734
1601,1377
1554,1370
1739,1848
1566,1822
1527,1577
1507,1597
1491,1464
1484,1407
1806,1742
1590,1800
1739,1607
1611,1624
1573,1377
1412,1488
1665,1536
1469,1634
1574,1739
1722,1811
1782,1601
1622,1677
1438,1491
1716,1665
1592,1741
1823,1527
1522,1566
1643,1472
1491,1554
1598,1412
1441,1484
1774,1806
1636,1739
1576,1611
1409,1608
1392,1573
1373,1469
1844,1590
1365,1507
1770,1636
1461,1491
1622,1823
1667,1729
1649,1576
1607,1441
1640,1373
1567,1409
1399,1365
1801,1844
1573,1716
1533,1522
1456,1500
1476,1438
1531,1392
1586,1592
1581,1598
1660,1770
1807,1630
1631,1774
1754,1607
1561,1707
1673,1549
1798,1533
1623,1586
1466,1567
1767,1781
1804,1631
1786,1561
1561,1673
1580,1461
1443,1591
1418,1531
1399,1399
1851,1660
1612,1798
1712,1536
1487,1640
1502,1476
1357,1581
1530,1622
1396,1456
1780,1634
1551,1655
1621,1804
1579,1767
1706,1567
1758,1666
1539,1786
1753,1665
1630,1790
1701,1611
1613,1676
1459,1546
1386,1585
1487,1436
1422,1386
1847,1573
1801,1551
1775,1539
1530,1640
1571,1642
1513,1579
1468,1516
1482,1396
1774,1596
1340,1466
1625,1775
1663,1701
1433,1482
1770,1774
1553,1847
1600,1753
1592,1487
1518,1459
1388,1571
1507,1386
1658,1801
1697,1630
1590,1613
1605,1422
1649,1340
1393,1468
1560,1530
1519,1513
1763,1463
1576,1592
1670,1481
1462,1770
1654,1507
1356,1697
1352,1678
1392,1608
1845,1625
1779,1670
1743,1763
1809,1703
1589,1553
1456,1605
1474,1576
1517,1518
1361,1649
1821,1526
1586,1654
1637,1590
1594,1433
1432,1511
1456,1393
1371,1388
1674,1560
1457,1519
2015,1809
1992,1845
1976,1779
2199,1821
1554,1637
1372,1361
1652,1824
1570,1816
1564,1785
1622,1589
1518,1594
1592,1439
1530,1457
1469,1371
1821,1674
1697,1743
1532,1668
1639,1432
1602,1456
1498,1456
1769,1586
1382,1517
1481,1652
1645,1392
1456,1775
1593,1592
1766,1460
1507,1654
1695,1358
1675,1376
1806,1554
1460,1639
1773,1821
1823,1564
1597,1640
1535,1602
1413,1518
1461,1382
1442,1372
1644,1766
1719,1570
1634,1622
1666,1532
1584,1530
1386,1603
1349,1481
1592,1695
1445,1507
1840,2040
1782,2004
1797,1800
1817,1950
1569,1597
1482,1442
1696,1767
1680,1644
1574,1719
1589,1592
1628,1445
1553,1528
1597,1461
1357,1460
1642,1797
1553,1782
1616,1634
1538,1535
1384,1584
1594,1349
1830,1840
1388,1413
1765,1680
1784,1616
1825,1553
1631,1696
1522,1628
1451,1594
1473,1482
1338,1388
1605,1830
1694,1642
1640,1569
1572,1574
1579,1597
1476,1538
1399,1553
1464,1357
1762,1589
1530,1384
1891,1784
1907,1765
1733,1825
2081,1820
1567,1605
1601,1473
1568,1762
1638,1694
1593,1695
1539,1579
1482,1464
1355,1565
1339,1399
1685,1801
1790,1631
1582,1793
1656,1572
1600,1530
1624,1476
1328,1522
1403,1451
1822,1640
1532,1390
1804,1790
1570,1600
1777,1822
1686,1568
1639,1593
1585,1638
1553,1624
1528,1532
1388,1355
1766,1656
1593,1685
1671,1582
1470,1601
1523,1482
1456,1403
1506,1328
1637,1567
1442,1339
1806,1917
1789,1913
1797,1734
1841,2083
1685,1686
1515,1570
1629,1766
1674,1637
1580,1568
1518,1506
1415,1470
1433,1388
1335,1456
1793,1639
1801,1593
1572,1789
1617,1585
1633,1528
1586,1523
1298,1553
1837,1671
1606,1365
1785,1674
1657,1801
1606,1793
1667,1572
1596,1633
1551,1518
1524,1415
1551,1298
1550,1837
1583,1685
1631,1580
1383,1606
1460,1433
1381,1515
1475,1335
1774,1617
1653,1629
1471,1586
1789,1977
1795,1966
1784,1924
1849,2161
1608,1631
1526,1551
1775,1795
1661,1592
1583,1653
1573,1550
1511,1620
1618,1381
1285,1596
1451,1383
1854,1774
1684,1667
1657,1583
1591,1551
1453,1475
1422,1471
1326,1524
1775,1657
1620,1523
1434,1657
1283,1511
1413,1364
1813,1775
1653,1775
1668,1854
1681,1608
1556,1684
1598,1618
1392,1499
1375,1285
1766,1573
1600,1644
1553,1583
1533,1591
1585,1526
1532,1453
1475,1326
1611,1661
1553,1413
1465,1451
2050,1771
1984,1786
1786,1813
1955,1856
1669,1766
1636,1499
1798,1556
1655,1670
1686,1611
1598,1668
1596,1585
1416,1533
1299,1598
1459,1392
1782,1653
1579,1829
1601,1600
1468,1475
1525,1375
1306,1553
1846,1553
1432,1532
1785,1798
1555,1782
1659,1669
1652,1579
1394,1636
1393,1596
1542,1306
1500,1299
1850,1686
1608,1655
1661,1601
1598,1525
1562,1468
1543,1459
1448,1432
1603,1846
1567,1598
1603,1416
1813,1861
1561,1555
1467,1448
1847,1661
1809,1659
1672,1652
1615,1653
1577,1598
1536,1394
1300,1640
1402,1393
1788,1785
1646,1567
1589,1603
1534,1500
1428,1562
1282,1603
1846,1608
1474,1542
1883,1809
1766,1561
1406,1282
1642,1788
1574,1786
1659,1589
1625,1615
1627,1534
1579,1467
1603,1402
1462,1536
1635,1846
1612,1646
1578,1672
1615,1474
1470,1577
1534,1428
1614,1847
1425,1300
1782,1785
1631,1738
1983,1809
1804,1782
1747,1631
1827,1983
1607,1868
1686,1638
1625,1683
